"ID";"TO_SERVICE";"XPRESSBEES_SERVICE";"DHL_SERVICE";"BLUEDART_SERVICE";"GATI_SERVICE";"DPWORLD_SERVICE"
23301;829136;"";"Non-ODA";"";"";""
23302;835237;"";"Non-ODA";"";"";""
23303;835240;"";"Non-ODA";"";"";""
23304;835239;"";"Non-ODA";"";"";""
23305;835238;"";"Non-ODA";"";"";""
23306;835244;"";"Non-ODA";"";"";""
23307;835236;"";"Non-ODA";"";"";""
23308;816125;"";"ODA";"";"";""
23309;816121;"";"ODA";"";"";""
23310;816119;"";"ODA";"";"";""
23311;816126;"";"Non-ODA";"";"";""
23312;841251;"";"ODA";"";"";""
23313;841253;"";"ODA";"";"";""
23314;841248;"";"ODA";"";"";""
23315;841255;"";"ODA";"";"";""
23316;832110;"";"Non-ODA";"";"";""
23317;831008;"";"Non-ODA";"";"";""
23318;831010;"";"Non-ODA";"";"";""
23319;831018;"";"Non-ODA";"";"";""
23320;833224;"";"Non-ODA";"";"";""
23321;832114;"";"Non-ODA";"";"";""
23322;835243;"";"Non-ODA";"";"";""
23323;814159;"";"Non-ODA";"";"";""
23324;688010;"";"Non-ODA";"";"";""
23325;689577;"";"Non-ODA";"";"";""
23326;689576;"";"Non-ODA";"";"";""
23327;690565;"";"Non-ODA";"";"";""
23328;688542;"";"Non-ODA";"";"";""
23329;690541;"";"Non-ODA";"";"";""
23330;689579;"";"Non-ODA";"";"";""
23331;688511;"";"Non-ODA";"";"";""
23332;690563;"";"Non-ODA";"";"";""
23333;690564;"";"Non-ODA";"";"";""
23334;690553;"";"Non-ODA";"";"";""
23335;688550;"";"Non-ODA";"";"";""
23336;689630;"";"Non-ODA";"";"";""
23337;690570;"";"Non-ODA";"";"";""
23338;690109;"";"Non-ODA";"";"";""
23339;690554;"";"Non-ODA";"";"";""
23340;689628;"";"Non-ODA";"";"";""
23341;690555;"";"Non-ODA";"";"";""
23342;690550;"";"Non-ODA";"";"";""
23343;690560;"";"Non-ODA";"";"";""
23344;689578;"";"Non-ODA";"";"";""
23345;688508;"";"Non-ODA";"";"";""
23346;689629;"";"Non-ODA";"";"";""
23347;690556;"";"Non-ODA";"";"";""
23348;688512;"";"Non-ODA";"";"";""
23349;688552;"";"Non-ODA";"";"";""
23350;690549;"";"Non-ODA";"";"";""
23351;689722;"";"Non-ODA";"";"";""
23352;690566;"";"Non-ODA";"";"";""
23353;689125;"";"Non-ODA";"";"";""
23354;690557;"";"Non-ODA";"";"";""
23355;689600;"";"Non-ODA";"";"";""
23356;607008;"";"Non-ODA";"";"";""
23357;688547;"";"Non-ODA";"";"";""
23358;688548;"";"Non-ODA";"";"";""
23359;688586;"";"Non-ODA";"";"";""
23360;688544;"";"Non-ODA";"";"";""
23361;688507;"";"Non-ODA";"";"";""
23362;688564;"";"Non-ODA";"";"";""
23363;688546;"";"Non-ODA";"";"";""
23364;689620;"";"Non-ODA";"";"";""
23365;688556;"";"Non-ODA";"";"";""
23366;688583;"";"Non-ODA";"";"";""
23367;688558;"";"Non-ODA";"";"";""
23368;688549;"";"Non-ODA";"";"";""
23369;688545;"";"Non-ODA";"";"";""
23370;689598;"";"Non-ODA";"";"";""
23371;688559;"";"Non-ODA";"";"";""
23372;688566;"";"Non-ODA";"";"";""
23373;689721;"";"Non-ODA";"";"";""
23374;688567;"";"Non-ODA";"";"";""
23375;690551;"";"Non-ODA";"";"";""
23376;688554;"";"Non-ODA";"";"";""
23377;689723;"";"Non-ODA";"";"";""
23378;688563;"";"Non-ODA";"";"";""
23379;688557;"";"Non-ODA";"";"";""
23380;688581;"";"Non-ODA";"";"";""
23381;688543;"";"Non-ODA";"";"";""
23382;688587;"";"Non-ODA";"";"";""
23383;670318;"";"Non-ODA";"";"";""
23384;673654;"";"Non-ODA";"";"";""
23385;673511;"";"Non-ODA";"";"";""
23386;673619;"";"Non-ODA";"";"";""
23387;673643;"";"Non-ODA";"";"";""
23388;673531;"";"Non-ODA";"";"";""
23389;673532;"";"Non-ODA";"";"";""
23390;673023;"";"Non-ODA";"";"";""
23391;673583;"";"Non-ODA";"";"";""
23392;673617;"";"Non-ODA";"";"";""
23393;673534;"";"Non-ODA";"";"";""
23394;673320;"";"Non-ODA";"";"";""
23395;673025;"";"Non-ODA";"";"";""
23396;673333;"";"Non-ODA";"";"";""
23397;673026;"";"Non-ODA";"";"";""
23398;673628;"";"Non-ODA";"";"";""
23399;673024;"";"Non-ODA";"";"";""
23400;673013;"";"Non-ODA";"";"";""
23401;673589;"";"Non-ODA";"";"";""
23402;670332;"";"Non-ODA";"";"";""
23403;670566;"";"Non-ODA";"";"";""
23404;670614;"";"Non-ODA";"";"";""
23405;670333;"";"Non-ODA";"";"";""
23406;670337;"";"Non-ODA";"";"";""
23407;670564;"";"Non-ODA";"";"";""
23408;670015;"";"Non-ODA";"";"";""
23409;670110;"";"Non-ODA";"";"";""
23410;670339;"";"Non-ODA";"";"";""
23411;670016;"";"Non-ODA";"";"";""
23412;670522;"";"Non-ODA";"";"";""
23413;670144;"";"Non-ODA";"";"";""
23414;670343;"";"Non-ODA";"";"";""
23415;670597;"";"Non-ODA";"";"";""
23416;670603;"";"Non-ODA";"";"";""
23417;670338;"";"Non-ODA";"";"";""
23418;670565;"";"Non-ODA";"";"";""
23419;670354;"";"Non-ODA";"";"";""
23420;670678;"";"Non-ODA";"";"";""
23421;670330;"";"Non-ODA";"";"";""
23422;670346;"";"Non-ODA";"";"";""
23423;685539;"";"Non-ODA";"";"";""
23424;673512;"";"Non-ODA";"";"";""
23425;682132;"";"Non-ODA";"";"";""
23426;678711;"";"Non-ODA";"";"";""
23427;683553;"";"Non-ODA";"";"";""
23428;683103;"";"Non-ODA";"";"";""
23429;686676;"";"Non-ODA";"";"";""
23430;682510;"";"Non-ODA";"";"";""
23431;643263;"";"Non-ODA";"";"";""
23432;683564;"";"Non-ODA";"";"";""
23433;683523;"";"Non-ODA";"";"";""
23434;683583;"";"Non-ODA";"";"";""
23435;683109;"";"Non-ODA";"";"";""
23436;683555;"";"Non-ODA";"";"";""
23437;683525;"";"Non-ODA";"";"";""
23438;686695;"";"Non-ODA";"";"";""
23439;683524;"";"Non-ODA";"";"";""
23440;683504;"";"Non-ODA";"";"";""
23441;686726;"";"Non-ODA";"";"";""
23442;686723;"";"Non-ODA";"";"";""
23443;683107;"";"Non-ODA";"";"";""
23444;683584;"";"Non-ODA";"";"";""
23445;686721;"";"Non-ODA";"";"";""
23446;686696;"";"Non-ODA";"";"";""
23447;686679;"";"Non-ODA";"";"";""
23448;686730;"";"Non-ODA";"";"";""
23449;683582;"";"Non-ODA";"";"";""
23450;686686;"";"Non-ODA";"";"";""
23451;683593;"";"Non-ODA";"";"";""
23452;686674;"";"Non-ODA";"";"";""
23453;686698;"";"Non-ODA";"";"";""
23454;682320;"";"Non-ODA";"";"";""
23455;686697;"";"Non-ODA";"";"";""
23456;686687;"";"Non-ODA";"";"";""
23457;683586;"";"Non-ODA";"";"";""
23458;683557;"";"Non-ODA";"";"";""
23459;682319;"";"Non-ODA";"";"";""
23460;683554;"";"Non-ODA";"";"";""
23461;685510;"";"Non-ODA";"";"";""
23462;685557;"";"Non-ODA";"";"";""
23463;685667;"";"Non-ODA";"";"";""
23464;685005;"";"Non-ODA";"";"";""
23465;685504;"";"Non-ODA";"";"";""
23466;685592;"";"Non-ODA";"";"";""
23467;685506;"";"Non-ODA";"";"";""
23468;685597;"";"Non-ODA";"";"";""
23469;685537;"";"Non-ODA";"";"";""
23470;685556;"";"Non-ODA";"";"";""
23471;685621;"";"Non-ODA";"";"";""
23472;685502;"";"Non-ODA";"";"";""
23473;685564;"";"Non-ODA";"";"";""
23474;685569;"";"Non-ODA";"";"";""
23475;685617;"";"Non-ODA";"";"";""
23476;685536;"";"Non-ODA";"";"";""
23477;685538;"";"Non-ODA";"";"";""
23478;685611;"";"Non-ODA";"";"";""
23479;670317;"";"Non-ODA";"";"";""
23480;670647;"";"Non-ODA";"";"";""
23481;670677;"";"Non-ODA";"";"";""
23482;670111;"";"Non-ODA";"";"";""
23483;673325;"";"Non-ODA";"";"";""
23484;670316;"";"Non-ODA";"";"";""
23485;670679;"";"Non-ODA";"";"";""
23486;670109;"";"Non-ODA";"";"";""
23487;670315;"";"Non-ODA";"";"";""
23488;671357;"";"Non-ODA";"";"";""
23489;671341;"";"Non-ODA";"";"";""
23490;671329;"";"Non-ODA";"";"";""
23491;671344;"";"Non-ODA";"";"";""
23492;671128;"";"Non-ODA";"";"";""
23493;671544;"";"Non-ODA";"";"";""
23494;671345;"";"Non-ODA";"";"";""
23495;671328;"";"Non-ODA";"";"";""
23496;671535;"";"Non-ODA";"";"";""
23497;671125;"";"Non-ODA";"";"";""
23498;671545;"";"Non-ODA";"";"";""
23499;671349;"";"Non-ODA";"";"";""
23500;671350;"";"Non-ODA";"";"";""
23501;643264;"";"Non-ODA";"";"";""
23502;680574;"";"Non-ODA";"";"";""
23503;691320;"";"Non-ODA";"";"";""
23504;691517;"";"Non-ODA";"";"";""
23505;691316;"";"Non-ODA";"";"";""
23506;691017;"";"Non-ODA";"";"";""
23507;691330;"";"Non-ODA";"";"";""
23508;691317;"";"Non-ODA";"";"";""
23509;691321;"";"Non-ODA";"";"";""
23510;691539;"";"Non-ODA";"";"";""
23511;690543;"";"Non-ODA";"";"";""
23512;691314;"";"Non-ODA";"";"";""
23513;691324;"";"Non-ODA";"";"";""
23514;691519;"";"Non-ODA";"";"";""
23515;691325;"";"Non-ODA";"";"";""
23516;691315;"";"Non-ODA";"";"";""
23517;691326;"";"Non-ODA";"";"";""
23518;690567;"";"Non-ODA";"";"";""
23519;691624;"";"Non-ODA";"";"";""
23520;691545;"";"Non-ODA";"";"";""
23521;691625;"";"Non-ODA";"";"";""
23522;689706;"";"Non-ODA";"";"";""
23523;691514;"";"Non-ODA";"";"";""
23524;691329;"";"Non-ODA";"";"";""
23525;691018;"";"Non-ODA";"";"";""
23526;686036;"";"Non-ODA";"";"";""
23527;686025;"";"Non-ODA";"";"";""
23528;686568;"";"Non-ODA";"";"";""
23529;686529;"";"Non-ODA";"";"";""
23530;686615;"";"Non-ODA";"";"";""
23531;680573;"";"Non-ODA";"";"";""
23532;686524;"";"Non-ODA";"";"";""
23533;686038;"";"Non-ODA";"";"";""
23534;686694;"";"Non-ODA";"";"";""
23535;686588;"";"Non-ODA";"";"";""
23536;686550;"";"Non-ODA";"";"";""
23537;686030;"";"Non-ODA";"";"";""
23538;686565;"";"Non-ODA";"";"";""
23539;686029;"";"Non-ODA";"";"";""
23540;686595;"";"Non-ODA";"";"";""
23541;686039;"";"Non-ODA";"";"";""
23542;686640;"";"Non-ODA";"";"";""
23543;686523;"";"Non-ODA";"";"";""
23544;686566;"";"Non-ODA";"";"";""
23545;686035;"";"Non-ODA";"";"";""
23546;686549;"";"Non-ODA";"";"";""
23547;686654;"";"Non-ODA";"";"";""
23548;686552;"";"Non-ODA";"";"";""
23549;686553;"";"Non-ODA";"";"";""
23550;686023;"";"Non-ODA";"";"";""
23551;686027;"";"Non-ODA";"";"";""
23552;686589;"";"Non-ODA";"";"";""
23553;686594;"";"Non-ODA";"";"";""
23554;686617;"";"Non-ODA";"";"";""
23555;686620;"";"Non-ODA";"";"";""
23556;686026;"";"Non-ODA";"";"";""
23557;686597;"";"Non-ODA";"";"";""
23558;686124;"";"Non-ODA";"";"";""
23559;686642;"";"Non-ODA";"";"";""
23560;686032;"";"Non-ODA";"";"";""
23561;686024;"";"Non-ODA";"";"";""
23562;686600;"";"Non-ODA";"";"";""
23563;686034;"";"Non-ODA";"";"";""
23564;686028;"";"Non-ODA";"";"";""
23565;686655;"";"Non-ODA";"";"";""
23566;686590;"";"Non-ODA";"";"";""
23567;686641;"";"Non-ODA";"";"";""
23568;686591;"";"Non-ODA";"";"";""
23569;686037;"";"Non-ODA";"";"";""
23570;686033;"";"Non-ODA";"";"";""
23571;686145;"";"Non-ODA";"";"";""
23572;686142;"";"Non-ODA";"";"";""
23573;686592;"";"Non-ODA";"";"";""
23574;686596;"";"Non-ODA";"";"";""
23575;686638;"";"Non-ODA";"";"";""
23576;686527;"";"Non-ODA";"";"";""
23577;673322;"";"Non-ODA";"";"";""
23578;673618;"";"Non-ODA";"";"";""
23579;673544;"";"Non-ODA";"";"";""
23580;673125;"";"Non-ODA";"";"";""
23581;670313;"";"Non-ODA";"";"";""
23582;673520;"";"Non-ODA";"";"";""
23583;673514;"";"Non-ODA";"";"";""
23584;673587;"";"Non-ODA";"";"";""
23585;673615;"";"Non-ODA";"";"";""
23586;673519;"";"Non-ODA";"";"";""
23587;673324;"";"Non-ODA";"";"";""
23588;673621;"";"Non-ODA";"";"";""
23589;673515;"";"Non-ODA";"";"";""
23590;673327;"";"Non-ODA";"";"";""
23591;673584;"";"Non-ODA";"";"";""
23592;673107;"";"Non-ODA";"";"";""
23593;673319;"";"Non-ODA";"";"";""
23594;673109;"";"Non-ODA";"";"";""
23595;673321;"";"Non-ODA";"";"";""
23596;673212;"";"Non-ODA";"";"";""
23597;673110;"";"Non-ODA";"";"";""
23598;673112;"";"Non-ODA";"";"";""
23599;673326;"";"Non-ODA";"";"";""
23600;673624;"";"Non-ODA";"";"";""
23601;673530;"";"Non-ODA";"";"";""
23602;673111;"";"Non-ODA";"";"";""
23603;673318;"";"Non-ODA";"";"";""
23604;673108;"";"Non-ODA";"";"";""
23605;673518;"";"Non-ODA";"";"";""
23606;673510;"";"Non-ODA";"";"";""
23607;670321;"";"Non-ODA";"";"";""
23608;689575;"";"Non-ODA";"";"";""
23609;676526;"";"Non-ODA";"";"";""
23610;676310;"";"Non-ODA";"";"";""
23611;676556;"";"Non-ODA";"";"";""
23612;673644;"";"Non-ODA";"";"";""
23613;673338;"";"Non-ODA";"";"";""
23614;676518;"";"Non-ODA";"";"";""
23615;676514;"";"Non-ODA";"";"";""
23616;676515;"";"Non-ODA";"";"";""
23617;670312;"";"Non-ODA";"";"";""
23618;676516;"";"Non-ODA";"";"";""
23619;679351;"";"Non-ODA";"";"";""
23620;676308;"";"Non-ODA";"";"";""
23621;673651;"";"Non-ODA";"";"";""
23622;676520;"";"Non-ODA";"";"";""
23623;676575;"";"Non-ODA";"";"";""
23624;679594;"";"Non-ODA";"";"";""
23625;679589;"";"Non-ODA";"";"";""
23626;679633;"";"Non-ODA";"";"";""
23627;676110;"";"Non-ODA";"";"";""
23628;679342;"";"Non-ODA";"";"";""
23629;676111;"";"Non-ODA";"";"";""
23630;676314;"";"Non-ODA";"";"";""
23631;679355;"";"Non-ODA";"";"";""
23632;676554;"";"Non-ODA";"";"";""
23633;679343;"";"Non-ODA";"";"";""
23634;676513;"";"Non-ODA";"";"";""
23635;676642;"";"Non-ODA";"";"";""
23636;676036;"";"Non-ODA";"";"";""
23637;676318;"";"Non-ODA";"";"";""
23638;679344;"";"Non-ODA";"";"";""
23639;673648;"";"Non-ODA";"";"";""
23640;679592;"";"Non-ODA";"";"";""
23641;673649;"";"Non-ODA";"";"";""
23642;676313;"";"Non-ODA";"";"";""
23643;673653;"";"Non-ODA";"";"";""
23644;679590;"";"Non-ODA";"";"";""
23645;679588;"";"Non-ODA";"";"";""
23646;676126;"";"Non-ODA";"";"";""
23647;679350;"";"Non-ODA";"";"";""
23648;679352;"";"Non-ODA";"";"";""
23649;676511;"";"Non-ODA";"";"";""
23650;679348;"";"Non-ODA";"";"";""
23651;676557;"";"Non-ODA";"";"";""
23652;676127;"";"Non-ODA";"";"";""
23653;679354;"";"Non-ODA";"";"";""
23654;676324;"";"Non-ODA";"";"";""
23655;673652;"";"Non-ODA";"";"";""
23656;689519;"";"Non-ODA";"";"";""
23657;686689;"";"Non-ODA";"";"";""
23658;673516;"";"Non-ODA";"";"";""
23659;673330;"";"Non-ODA";"";"";""
23660;670314;"";"Non-ODA";"";"";""
23661;678637;"";"Non-ODA";"";"";""
23662;679310;"";"Non-ODA";"";"";""
23663;679537;"";"Non-ODA";"";"";""
23664;678609;"";"Non-ODA";"";"";""
23665;678752;"";"Non-ODA";"";"";""
23666;679125;"";"Non-ODA";"";"";""
23667;678605;"";"Non-ODA";"";"";""
23668;678707;"";"Non-ODA";"";"";""
23669;678615;"";"Non-ODA";"";"";""
23670;679518;"";"Non-ODA";"";"";""
23671;679517;"";"Non-ODA";"";"";""
23672;679356;"";"Non-ODA";"";"";""
23673;678511;"";"Non-ODA";"";"";""
23674;679311;"";"Non-ODA";"";"";""
23675;678509;"";"Non-ODA";"";"";""
23676;679312;"";"Non-ODA";"";"";""
23677;678019;"";"Non-ODA";"";"";""
23678;678634;"";"Non-ODA";"";"";""
23679;678761;"";"Non-ODA";"";"";""
23680;678616;"";"Non-ODA";"";"";""
23681;679538;"";"Non-ODA";"";"";""
23682;679124;"";"Non-ODA";"";"";""
23683;678578;"";"Non-ODA";"";"";""
23684;680592;"";"Non-ODA";"";"";""
23685;678635;"";"Non-ODA";"";"";""
23686;678600;"";"Non-ODA";"";"";""
23687;678709;"";"Non-ODA";"";"";""
23688;678015;"";"Non-ODA";"";"";""
23689;678018;"";"Non-ODA";"";"";""
23690;679556;"";"Non-ODA";"";"";""
23691;678559;"";"Non-ODA";"";"";""
23692;678017;"";"Non-ODA";"";"";""
23693;678689;"";"Non-ODA";"";"";""
23694;678614;"";"Non-ODA";"";"";""
23695;678513;"";"Non-ODA";"";"";""
23696;679314;"";"Non-ODA";"";"";""
23697;680595;"";"Non-ODA";"";"";""
23698;678575;"";"Non-ODA";"";"";""
23699;678548;"";"Non-ODA";"";"";""
23700;680597;"";"Non-ODA";"";"";""
23701;678733;"";"Non-ODA";"";"";""
23702;678547;"";"Non-ODA";"";"";""
23703;678020;"";"Non-ODA";"";"";""
23704;689517;"";"Non-ODA";"";"";""
23705;689301;"";"Non-ODA";"";"";""
23706;689326;"";"Non-ODA";"";"";""
23707;689703;"";"Non-ODA";"";"";""
23708;689603;"";"Non-ODA";"";"";""
23709;689616;"";"Non-ODA";"";"";""
23710;689682;"";"Non-ODA";"";"";""
23711;689039;"";"Non-ODA";"";"";""
23712;689665;"";"Non-ODA";"";"";""
23713;689657;"";"Non-ODA";"";"";""
23714;689712;"";"Non-ODA";"";"";""
23715;689516;"";"Non-ODA";"";"";""
23716;689593;"";"Non-ODA";"";"";""
23717;689680;"";"Non-ODA";"";"";""
23718;689518;"";"Non-ODA";"";"";""
23719;689596;"";"Non-ODA";"";"";""
23720;691528;"";"Non-ODA";"";"";""
23721;689681;"";"Non-ODA";"";"";""
23722;689632;"";"Non-ODA";"";"";""
23723;691529;"";"Non-ODA";"";"";""
23724;689659;"";"Non-ODA";"";"";""
23725;689552;"";"Non-ODA";"";"";""
23726;689705;"";"Non-ODA";"";"";""
23727;689114;"";"Non-ODA";"";"";""
23728;690569;"";"Non-ODA";"";"";""
23729;690552;"";"Non-ODA";"";"";""
23730;691335;"";"Non-ODA";"";"";""
23731;691603;"";"Non-ODA";"";"";""
23732;691513;"";"Non-ODA";"";"";""
23733;691542;"";"Non-ODA";"";"";""
23734;691518;"";"Non-ODA";"";"";""
23735;691653;"";"Non-ODA";"";"";""
23736;691604;"";"Non-ODA";"";"";""
23737;691580;"";"Non-ODA";"";"";""
23738;691623;"";"Non-ODA";"";"";""
23739;691544;"";"Non-ODA";"";"";""
23740;691588;"";"Non-ODA";"";"";""
23741;691546;"";"Non-ODA";"";"";""
23742;690568;"";"Non-ODA";"";"";""
23743;691547;"";"Non-ODA";"";"";""
23744;691548;"";"Non-ODA";"";"";""
23745;682014;"";"Non-ODA";"";"";""
23746;680603;"";"Non-ODA";"";"";""
23747;680723;"";"Non-ODA";"";"";""
23748;680549;"";"Non-ODA";"";"";""
23749;680673;"";"Non-ODA";"";"";""
23750;680621;"";"Non-ODA";"";"";""
23751;680704;"";"Non-ODA";"";"";""
23752;680672;"";"Non-ODA";"";"";""
23753;680752;"";"Non-ODA";"";"";""
23754;680692;"";"Non-ODA";"";"";""
23755;680316;"";"Non-ODA";"";"";""
23756;680657;"";"Non-ODA";"";"";""
23757;680018;"";"Non-ODA";"";"";""
23758;680318;"";"Non-ODA";"";"";""
23759;695544;"";"Non-ODA";"";"";""
23760;695315;"";"Non-ODA";"";"";""
23761;695509;"";"Non-ODA";"";"";""
23762;695510;"";"Non-ODA";"";"";""
23763;695037;"";"Non-ODA";"";"";""
23764;695314;"";"Non-ODA";"";"";""
23765;695044;"";"Non-ODA";"";"";""
23766;695618;"";"Non-ODA";"";"";""
23767;695039;"";"Non-ODA";"";"";""
23768;695041;"";"Non-ODA";"";"";""
23769;695031;"";"Non-ODA";"";"";""
23770;680554;"";"Non-ODA";"";"";""
23771;680323;"";"Non-ODA";"";"";""
23772;680324;"";"Non-ODA";"";"";""
23773;680593;"";"Non-ODA";"";"";""
23774;680771;"";"Non-ODA";"";"";""
23775;680547;"";"Non-ODA";"";"";""
23776;680313;"";"Non-ODA";"";"";""
23777;680321;"";"Non-ODA";"";"";""
23778;680315;"";"Non-ODA";"";"";""
23779;680698;"";"Non-ODA";"";"";""
23780;680725;"";"Non-ODA";"";"";""
23781;680735;"";"Non-ODA";"";"";""
23782;680017;"";"Non-ODA";"";"";""
23783;680320;"";"Non-ODA";"";"";""
23784;680694;"";"Non-ODA";"";"";""
23785;680319;"";"Non-ODA";"";"";""
23786;680572;"";"Non-ODA";"";"";""
23787;680015;"";"Non-ODA";"";"";""
23788;680695;"";"Non-ODA";"";"";""
23789;680575;"";"Non-ODA";"";"";""
23790;680608;"";"Non-ODA";"";"";""
23791;680609;"";"Non-ODA";"";"";""
23792;680610;"";"Non-ODA";"";"";""
23793;680314;"";"Non-ODA";"";"";""
23794;680736;"";"Non-ODA";"";"";""
23795;680124;"";"Non-ODA";"";"";""
23796;680325;"";"Non-ODA";"";"";""
23797;680693;"";"Non-ODA";"";"";""
23798;680016;"";"Non-ODA";"";"";""
23799;695323;"";"Non-ODA";"";"";""
23800;695616;"";"Non-ODA";"";"";""
23801;695130;"";"Non-ODA";"";"";""
23802;695663;"";"Non-ODA";"";"";""
23803;696607;"";"Non-ODA";"";"";""
23804;695131;"";"Non-ODA";"";"";""
23805;695127;"";"Non-ODA";"";"";""
23806;695128;"";"Non-ODA";"";"";""
23807;670319;"";"Non-ODA";"";"";""
23808;670322;"";"Non-ODA";"";"";""
23809;673623;"";"Non-ODA";"";"";""
23810;689660;"";"Non-ODA";"";"";""
23811;670347;"";"Non-ODA";"";"";""
23812;670732;"";"Non-ODA";"";"";""
23813;673578;"";"Non-ODA";"";"";""
23814;673126;"";"Non-ODA";"";"";""
23815;586222;"";"ODA";"";"";""
23816;585366;"";"ODA";"";"";""
23817;591269;"";"ODA";"";"";""
23818;581313;"";"ODA";"";"";""
23819;562124;"";"Non-ODA";"";"";""
23820;562136;"";"Non-ODA";"";"";""
23821;562158;"";"Non-ODA";"";"";""
23822;561214;"";"Non-ODA";"";"";""
23823;562142;"";"Non-ODA";"";"";""
23824;562151;"";"Non-ODA";"";"";""
23825;562145;"";"Non-ODA";"";"";""
23826;571501;"";"Non-ODA";"";"";""
23827;571502;"";"Non-ODA";"";"";""
23828;562137;"";"Non-ODA";"";"";""
23829;562152;"";"Non-ODA";"";"";""
23830;562143;"";"Non-ODA";"";"";""
23831;560052;"";"Non-ODA";"";"";""
23832;562147;"";"Non-ODA";"";"";""
23833;562115;"";"Non-ODA";"";"";""
23834;562148;"";"Non-ODA";"";"";""
23835;560019;"";"Non-ODA";"";"";""
23836;562153;"";"Non-ODA";"";"";""
23837;560031;"";"Non-ODA";"";"";""
23838;560044;"";"Non-ODA";"";"";""
23839;562154;"";"Non-ODA";"";"";""
23840;560014;"";"Non-ODA";"";"";""
23841;562144;"";"Non-ODA";"";"";""
23842;560069;"";"Non-ODA";"";"";""
23843;562140;"";"Non-ODA";"";"";""
23844;562150;"";"Non-ODA";"";"";""
23845;561215;"";"Non-ODA";"";"";""
23846;562116;"";"Non-ODA";"";"";""
23847;560039;"";"Non-ODA";"";"";""
23848;571511;"";"Non-ODA";"";"";""
23849;561227;"";"Non-ODA";"";"";""
23850;562139;"";"Non-ODA";"";"";""
23851;561226;"";"Non-ODA";"";"";""
23852;560028;"";"Non-ODA";"";"";""
23853;561216;"";"Non-ODA";"";"";""
23854;562134;"";"Non-ODA";"";"";""
23855;537113;"";"Non-ODA";"";"";""
23856;591266;"";"Non-ODA";"";"";""
23857;591267;"";"Non-ODA";"";"";""
23858;591178;"";"Non-ODA";"";"";""
23859;591105;"";"Non-ODA";"";"";""
23860;591137;"";"Non-ODA";"";"";""
23861;591182;"";"Non-ODA";"";"";""
23862;591268;"";"Non-ODA";"";"";""
23863;590007;"";"Non-ODA";"";"";""
23864;591138;"";"Non-ODA";"";"";""
23865;591318;"";"Non-ODA";"";"";""
23866;581229;"";"ODA";"";"";""
23867;591180;"";"Non-ODA";"";"";""
23868;591177;"";"Non-ODA";"";"";""
23869;591149;"";"Non-ODA";"";"";""
23870;590012;"";"Non-ODA";"";"";""
23871;591150;"";"Non-ODA";"";"";""
23872;591151;"";"Non-ODA";"";"";""
23873;591332;"";"Non-ODA";"";"";""
23874;590002;"";"Non-ODA";"";"";""
23875;591139;"";"Non-ODA";"";"";""
23876;591270;"";"Non-ODA";"";"";""
23877;591183;"";"Non-ODA";"";"";""
23878;591132;"";"Non-ODA";"";"";""
23879;591271;"";"Non-ODA";"";"";""
23880;591152;"";"Non-ODA";"";"";""
23881;591133;"";"Non-ODA";"";"";""
23882;591256;"";"Non-ODA";"";"";""
23883;591273;"";"Non-ODA";"";"";""
23884;591802;"";"Non-ODA";"";"";""
23885;591272;"";"Non-ODA";"";"";""
23886;591703;"";"Non-ODA";"";"";""
23887;591261;"";"Non-ODA";"";"";""
23888;591140;"";"Non-ODA";"";"";""
23889;591154;"";"Non-ODA";"";"";""
23890;591175;"";"Non-ODA";"";"";""
23891;591333;"";"Non-ODA";"";"";""
23892;591184;"";"Non-ODA";"";"";""
23893;591141;"";"Non-ODA";"";"";""
23894;591331;"";"Non-ODA";"";"";""
23895;591251;"";"Non-ODA";"";"";""
23896;591321;"";"Non-ODA";"";"";""
23897;591262;"";"Non-ODA";"";"";""
23898;591142;"";"Non-ODA";"";"";""
23899;591176;"";"Non-ODA";"";"";""
23900;591155;"";"Non-ODA";"";"";""
23901;591185;"";"Non-ODA";"";"";""
23902;591157;"";"Non-ODA";"";"";""
23903;591186;"";"Non-ODA";"";"";""
23904;591514;"";"Non-ODA";"";"";""
23905;581514;"";"ODA";"";"";""
23906;591255;"";"Non-ODA";"";"";""
23907;591274;"";"Non-ODA";"";"";""
23908;591158;"";"Non-ODA";"";"";""
23909;591135;"";"Non-ODA";"";"";""
23910;591159;"";"Non-ODA";"";"";""
23911;591187;"";"Non-ODA";"";"";""
23912;591148;"";"Non-ODA";"";"";""
23913;591323;"";"Non-ODA";"";"";""
23914;591160;"";"Non-ODA";"";"";""
23915;591334;"";"Non-ODA";"";"";""
23916;591161;"";"Non-ODA";"";"";""
23917;591275;"";"Non-ODA";"";"";""
